Horodatage,Caméra,Scénario,Catégorie,Type d'objet,Nombre
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,41
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,21
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
13/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,21
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,1
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,25
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
13/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,33
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,27
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,1
12/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,42
12/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
12/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,20
12/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
12/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
12/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
12/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
